state,plant_name,city,legacy_impoundment_flag,compliance_website,region,coal_rank,coal_type_raw,liner_status,impoundment_status,county_population,county_median_income,county_poverty_rate_pct,coal_burned_tons_2024,n_ponds_assessed,coal_rank_source,coal_rank_note,liner_status_source
Illinois,Prairie State Generating Station,Marissa,No,https://nffacility.com/index.php,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Illinois,Waukegan,Waukegan,No,https://www.nrg.com/legal/coal-combustion-residuals.html,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Illinois,Will County,Romeoville,No,https://www.nrg.com/legal/coal-combustion-residuals.html,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Illinois,Wood River,Alton,No,https://www.ccrsites.com/wood-river,Midwest,Bituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Breed Site,Fairbanks,Yes (1),https://www.aep.com/environment/ccr/BreedPlant,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Former Frank E. Ratts Generating Station,Petersburg,Yes (3),https://www.hoosierenergy.com/our-cooperative/environmental-social-and-governance-esg/environmental/,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Inactive D.H. Mitchell Generating Station,Gary,Yes (6),https://www.nipsco.com/our-company/about-us/our-environment/ccr-legacy-rule,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,A B Brown,Mount Vernon,No,https://www.centerpointenergy.com/en-us/corporate/about-us/ccr-reporting,Midwest,Bituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,AES Petersburg,Petersburg,No,https://www.aesindiana.com/petersburg-generating-station,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Bailly,Chesterton,No,https://www.nipsco.com/our-company/about-us/our-environment/ccr-rule-compliance,Midwest,Bituminous,,,,,,,,6.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Cayuga,Cayuga,No,https://www.duke-energy.com/our-company/environment/compliance-and-reporting/ccr-rule-compliance-data,Midwest,Bituminous,,,,,,,,4.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Clifty Creek,Madison,No,https://www.ovec.com/CCRClifty.php,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Eagle Valley,Martinsville,No,https://www.aesindiana.com/eagle-valley-generating-station,Midwest,Bituminous,,,,,,,,5.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,FB Culley,Newburg,No,https://www.centerpointenergy.com/en-us/corporate/about-us/ccr-reporting,Midwest,Bituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Gibson,Owensville,No,https://www.duke-energy.com/our-company/environment/compliance-and-reporting/ccr-rule-compliance-data,Midwest,Bituminous,,,,,,,,6.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Harding Street,Indianapolis,No,https://www.aesindiana.com/harding-street-station,Midwest,Bituminous,,,,,,,,6.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Merom,Sullivan,No,https://halladorenergy.com/our-businesses/Hallador-Power/Resources/default.aspx,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Michigan City,Michigan City,No,https://www.nipsco.com/our-company/about-us/our-environment/ccr-rule-compliance,Midwest,Bituminous,,,,,,,,6.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,R Gallagher,New Albany,No,https://www.duke-energy.com/our-company/environment/compliance-and-reporting/ccr-rule-compliance-data,Midwest,Bituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,R M Schahfer,Wheatfield,No,https://www.nipsco.com/our-company/about-us/our-environment/ccr-rule-compliance,Midwest,Bituminous,,,,,,,,10.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Rockport,Rockport,No,https://www.aep.com/environment/ccr/rockport/,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Wabash River,Terre Haute,No,https://www.duke-energy.com/our-company/environment/compliance-and-reporting/ccr-rule-compliance-data,Midwest,Bituminous,,,,,,,,4.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Indiana,Whitewater Valley,Richmond,No,https://www.rp-l.com/ccr-rule-compliance-data-and-information/,Midwest,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Former Sixth Street Generating Station,Cedar Rapids,Yes (1),https://ccr.alliantenergy.com/sixthstreet,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Humboldt Generating Station,Humboldt,Yes (1),https://www.cbpower.coop/power-supply/ccr-rule-compliance-data-and-information,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Ames Electric Services Power Plant,Ames,No,https://www.cityofames.org/My-Government/Departments/Electric/Other-Energy-Resources/CCR-Rule-Compliance-Data-and-Information,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Burlington,Burlington,No,https://ccr.alliantenergy.com/Burlington,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,George Neal North,Sergeant Bluff,No,https://www.midamericanenergy.com/ccr-compliance,Midwest,Subbituminous,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,George Neal South,Salix,No,https://www.midamericanenergy.com/ccr-compliance,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Lansing,Lansing,No,https://ccr.alliantenergy.com/Lansing,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Louisa,Muscatine,No,https://www.midamericanenergy.com/ccr-compliance,Midwest,Subbituminous,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Milton L Kapp,Clinton,No,https://ccr.alliantenergy.com/MLKapp,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Muscatine Plant #1,Muscatine,No,https://mpw.org/ccr-elg-rule/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Ottumwa,Ottumwa,No,https://ccr.alliantenergy.com/Ottumwa,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Prairie Creek,Cedar Rapids,No,https://ccr.alliantenergy.com/PrairieCreek,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Sutherland,Marshalltown,No,https://ccr.alliantenergy.com/Sutherland,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Iowa,Walter Scott Jr Energy Center,Council Bluffs,No,https://www.midamericanenergy.com/ccr-compliance,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kansas,Holcomb,Holcomb,Not indicated,https://www.sunflower.net/environmental-stewardship,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kansas,Jeffrey Energy Center,St. Mary's,Not indicated,https://www.evergy.com/ccr,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kansas,La Cygne,La Cygne,Not indicated,https://www.evergy.com/ccr,Midwest,Subbituminous,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kansas,Lawrence Energy Center,Lawrence,Not indicated,https://www.evergy.com/ccr,Midwest,Subbituminous,,,,,,,,4.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kansas,Nearman Creek,Kansas City,Not indicated,https://www.bpu.com/ccrcompliancedataandinformation.aspx,Midwest,Subbituminous,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kansas,Tecumseh Energy Center,Tecumseh,Not indicated,https://www.evergy.com/ccr,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Dale Power Station,Winchester,Yes (3),https://www2.ekpc.coop/CCR_Rule_Compliance_Data_and_Information.html,South,Bituminous,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Former Green River Generating Station,Central City,Yes (3),https://ccr.lge-ku.com/CCR/GR,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Former Pineville Generating Station,Four Mile,Yes (1),https://ccr.lge-ku.com/CCR/PV,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Former Tyrone Generating Station,Versailles,Yes (1),https://ccr.lge-ku.com/CCR/TY,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Kenneth C Coleman Generating Station,Hawesville,Yes (4),https://www.bigrivers.com/ccr-rule-compliance-coleman-station.html,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Big Sandy,Louisa,No,https://www.aep.com/environment/ccr/bigsandy/,South,Bituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Cane Run,Louisville,No,https://lge-ku.com/CCR/CR,South,Bituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Cooper,Somerset,No,https://www2.ekpc.coop/CCR_Rule_Compliance_Data_and_Information.html,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,D B Wilson,Centertown,No,https://www.bigrivers.com/ccr-rule-compliance-wilson-station.html,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Dale,Winchester,No,https://www2.ekpc.coop/CCR_Rule_Compliance_Data_and_Information.html,South,Bituminous,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,E.W. Brown,Harrodsburg,No,https://lge-ku.com/CCR/BR,South,Bituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,East Bend,Union,No,https://www.duke-energy.com/our-company/environment/compliance-and-reporting/ccr-rule-compliance-data,South,Bituminous,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Elmer Smith,Owensboro,No,https://omu.org/coal-combustion-residuals-ccr-rule-compliance-data-and-information/,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Ghent,Ghent,No,https://lge-ku.com/CCR/GH,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,H L Spurlock,Maysville,No,https://www2.ekpc.coop/CCR_Rule_Compliance_Data_and_Information.html,South,Bituminous,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,J. K. Smith Station,Winchester,No,https://www2.ekpc.coop/CCR_Rule_Compliance_Data_and_Information.html,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Mill Creek,Louisville,No,https://lge-ku.com/CCR/MC,South,Bituminous,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Paradise,Drakesboro,No,https://www.tva.gov/Environment/Environmental-Stewardship/Coal-Combustion-Residuals,South,Bituminous,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Sebree,Robards,No,https://www.bigrivers.com/ccr-rule-compliance-and-data-informationsebree-station.html,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Shawnee,West Paducah,No,https://www.tva.gov/Environment/Environmental-Stewardship/Coal-Combustion-Residuals,South,Bituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Kentucky,Trimble County,Bedford,No,https://lge-ku.com/CCR/TC,South,Bituminous,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Louisiana,Big Cajun 2,New Roads,Not indicated,https://pointecoupeertccr.com/,South,Lignite,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Louisiana,Dolet Hills,Mansfield,Not indicated,https://www.cleco.com/-/ccr-rule-compliance-data-and-information,South,Lignite,,,,,,,,7.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Louisiana,R S Nelson,Westlake,Not indicated,https://www.entergy-louisiana.com/ccr/,South,Lignite,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Louisiana,Rodemacher,Lena,Not indicated,https://www.cleco.com/-/ccr-rule-compliance-data-and-information,South,Lignite,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Maryland,Brandywine Ash Landfill,Aquasco,Not indicated,https://www.genon.com/ccr-rule-compliance/,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Maryland,Fort Armistead Road - Lot 15 Industrial Landfill,Baltimore,Not indicated,https://www.talenenergy.com/ccr-rule-compliance-data-information/,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Maryland,Westland Ash Landfill,Dickerson,Not indicated,https://www.genon.com/ccr-rule-compliance/,South,Bituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
